Entry;Entry name;Status;Protein names;Gene names;Organism
Q8J025;APCD1_HUMAN;reviewed;Protein APCDD1 (Adenomatosis polyposis coli down-regulated 1 protein);APCDD1 DRAPC1 FP7019;Homo sapiens (Human)
Q6UXC1;AEGP_HUMAN;reviewed;Apical endosomal glycoprotein (MAM domain-containing protein 4);MAMDC4 AEGP UNQ3001/PRO9742;Homo sapiens (Human)
Q16671;AMHR2_HUMAN;reviewed;Anti-Muellerian hormone type-2 receptor (EC 2.7.11.30) (Anti-Muellerian hormone type II receptor) (AMH type II receptor) (MIS type II receptor) (MISRII) (MRII);AMHR2 AMHR MISR2;Homo sapiens (Human)
Q9BXJ7;AMNLS_HUMAN;reviewed;Protein amnionless;AMN UNQ513/PRO1028;Homo sapiens (Human)
Q9H2U9;ADAM7_HUMAN;reviewed;Disintegrin and metalloproteinase domain-containing protein 7 (ADAM 7) (Sperm maturation-related glycoprotein GP-83);ADAM7 GP83;Homo sapiens (Human)
P78325;ADAM8_HUMAN;reviewed;Disintegrin and metalloproteinase domain-containing protein 8 (ADAM 8) (EC 3.4.24.-) (Cell surface antigen MS2) (CD antigen CD156a);ADAM8 MS2;Homo sapiens (Human)
P16066;ANPRA_HUMAN;reviewed;Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A);NPR1 ANPRA;Homo sapiens (Human)
Q06481;APLP2_HUMAN;reviewed;Amyloid-like protein 2 (APLP-2) (APPH) (Amyloid protein homolog) (CDEI box-binding protein) (CDEBP);APLP2 APPL2;Homo sapiens (Human)
Q9Y3Q7;ADA18_HUMAN;reviewed;Disintegrin and metalloproteinase domain-containing protein 18 (ADAM 18) (Transmembrane metalloproteinase-like, disintegrin-like, and cysteine-rich protein III) (tMDC III);ADAM18 TMDC3 UNQ858/PRO1867;Homo sapiens (Human)
O43506;ADA20_HUMAN;reviewed;Disintegrin and metalloproteinase domain-containing protein 20 (ADAM 20) (EC 3.4.24.-);ADAM20;Homo sapiens (Human)
O75077;ADA23_HUMAN;reviewed;Disintegrin and metalloproteinase domain-containing protein 23 (ADAM 23) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 3) (MDC-3);ADAM23 MDC3;Homo sapiens (Human)
Q86WK6;AMGO1_HUMAN;reviewed;Amphoterin-induced protein 1 (AMIGO-1) (Alivin-2);AMIGO1 ALI2 AMIGO KIAA1163;Homo sapiens (Human)
Q86WK7;AMGO3_HUMAN;reviewed;Amphoterin-induced protein 3 (AMIGO-3) (Alivin-3);AMIGO3 ALI3 KIAA1851 UNQ6084/PRO20089;Homo sapiens (Human)
P20594;ANPRB_HUMAN;reviewed;Atrial natriuretic peptide receptor 2 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type B) (ANP-B) (ANPR-B) (NPR-B) (Guanylate cyclase B) (GC-B);NPR2 ANPRB;Homo sapiens (Human)
Q9H6X2;ANTR1_HUMAN;reviewed;Anthrax toxin receptor 1 (Tumor endothelial marker 8);ANTXR1 ATR TEM8;Homo sapiens (Human)
P58335;ANTR2_HUMAN;reviewed;Anthrax toxin receptor 2 (Capillary morphogenesis gene 2 protein) (CMG-2);ANTXR2 CMG2;Homo sapiens (Human)
P17342;ANPRC_HUMAN;reviewed;Atrial natriuretic peptide receptor 3 (Atrial natriuretic peptide clearance receptor) (Atrial natriuretic peptide receptor type C) (ANP-C) (ANPR-C) (NPR-C);NPR3 ANPRC C5orf23 NPRC;Homo sapiens (Human)
P51693;APLP1_HUMAN;reviewed;Amyloid-like protein 1 (APLP) (APLP-1) [Cleaved into: C30];APLP1;Homo sapiens (Human)
P19021;AMD_HUMAN;reviewed;"Peptidyl-glycine alpha-amidating monooxygenase (PAM) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase (PHM) (EC 1.14.17.3); Peptidyl-alpha-hydroxyglycine alpha-amidating lyase (EC 4.3.2.5) (Peptidylamidoglycolate lyase) (PAL)]";PAM;Homo sapiens (Human)
Q86SJ2;AMGO2_HUMAN;reviewed;Amphoterin-induced protein 2 (AMIGO-2) (Alivin-1) (Differentially expressed in gastric adenocarcinomas) (DEGA);AMIGO2 ALI1;Homo sapiens (Human)
Q5VV63;ATRN1_HUMAN;reviewed;Attractin-like protein 1;ATRNL1 KIAA0534;Homo sapiens (Human)
Q13705;AVR2B_HUMAN;reviewed;Activin receptor type-2B (EC 2.7.11.30) (Activin receptor type IIB) (ACTR-IIB);ACVR2B;Homo sapiens (Human)
P56817;BACE1_HUMAN;reviewed;Beta-secretase 1 (EC 3.4.23.46) (Aspartyl protease 2) (ASP2) (Asp 2) (Beta-site amyloid precursor protein cleaving enzyme 1) (Beta-site APP cleaving enzyme 1) (Memapsin-2) (Membrane-associated aspartic protease 2);BACE1 BACE KIAA1149;Homo sapiens (Human)
Q13145;BAMBI_HUMAN;reviewed;BMP and activin membrane-bound inhibitor homolog (Non-metastatic gene A protein) (Putative transmembrane protein NMA);BAMBI NMA;Homo sapiens (Human)
Q13410;BT1A1_HUMAN;reviewed;Butyrophilin subfamily 1 member A1 (BT);BTN1A1 BTN;Homo sapiens (Human)
Q7KYR7;BT2A1_HUMAN;reviewed;Butyrophilin subfamily 2 member A1;BTN2A1 BT2.1 BTF1;Homo sapiens (Human)
A8MVZ5;BTNLA_HUMAN;reviewed;Butyrophilin-like protein 10;BTNL10;Homo sapiens (Human)
P35613;BASI_HUMAN;reviewed;Basigin (5F7) (Collagenase stimulatory factor) (Extracellular matrix metalloproteinase inducer) (EMMPRIN) (Leukocyte activation antigen M6) (OK blood group antigen) (Tumor cell-derived collagenase stimulatory factor) (TCSF) (CD antigen CD147);BSG UNQ6505/PRO21383;Homo sapiens (Human)
P27037;AVR2A_HUMAN;reviewed;Activin receptor type-2A (EC 2.7.11.30) (Activin receptor type IIA) (ACTR-IIA) (ACTRIIA);ACVR2A ACVR2;Homo sapiens (Human)
O00238;BMR1B_HUMAN;reviewed;Bone morphogenetic protein receptor type-1B (BMP type-1B receptor) (BMPR-1B) (EC 2.7.11.30) (CD antigen CDw293);BMPR1B;Homo sapiens (Human)
Q9BWV1;BOC_HUMAN;reviewed;Brother of CDO (Protein BOC);BOC UNQ604/PRO1190;Homo sapiens (Human)
P50895;BCAM_HUMAN;reviewed;Basal cell adhesion molecule (Auberger B antigen) (B-CAM cell surface glycoprotein) (F8/G253 antigen) (Lutheran antigen) (Lutheran blood group glycoprotein) (CD antigen CD239);BCAM LU MSK19;Homo sapiens (Human)
P36894;BMR1A_HUMAN;reviewed;Bone morphogenetic protein receptor type-1A (BMP type-1A receptor) (BMPR-1A) (EC 2.7.11.30) (Activin receptor-like kinase 3) (ALK-3) (Serine/threonine-protein kinase receptor R5) (SKR5) (CD antigen CD292);BMPR1A ACVRLK3 ALK3;Homo sapiens (Human)
O75882;ATRN_HUMAN;reviewed;Attractin (DPPT-L) (Mahogany homolog);ATRN KIAA0548 MGCA;Homo sapiens (Human)
Q9Y5Z0;BACE2_HUMAN;reviewed;Beta-secretase 2 (EC 3.4.23.45) (Aspartic-like protease 56 kDa) (Aspartyl protease 1) (ASP1) (Asp 1) (Beta-site amyloid precursor protein cleaving enzyme 2) (Beta-site APP cleaving enzyme 2) (Down region aspartic protease) (DRAP) (Memapsin-1) (Membrane-associated aspartic protease 1) (Theta-secretase);BACE2 AEPLC ALP56 ASP21 CDA13 UNQ418/PRO852;Homo sapiens (Human)
Q8WVV5;BT2A2_HUMAN;reviewed;Butyrophilin subfamily 2 member A2;BTN2A2 BT2.2 BTF2;Homo sapiens (Human)
O00478;BT3A3_HUMAN;reviewed;Butyrophilin subfamily 3 member A3;BTN3A3 BTF3;Homo sapiens (Human)
Q86VB7;C163A_HUMAN;reviewed;Scavenger receptor cysteine-rich type 1 protein M130 (Hemoglobin scavenger receptor) (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)];CD163 M130;Homo sapiens (Human)
O75309;CAD16_HUMAN;reviewed;Cadherin-16 (Kidney-specific cadherin) (Ksp-cadherin);CDH16 UNQ695/PRO1340;Homo sapiens (Human)
Q13634;CAD18_HUMAN;reviewed;Cadherin-18 (Cadherin-14);CDH18 CDH14;Homo sapiens (Human)
Q8N3J6;CADM2_HUMAN;reviewed;Cell adhesion molecule 2 (Immunoglobulin superfamily member 4D) (IgSF4D) (Nectin-like protein 3) (NECL-3) (Synaptic cell adhesion molecule 2) (SynCAM 2);CADM2 IGSF4D NECL3;Homo sapiens (Human)
Q7Z6A9;BTLA_HUMAN;reviewed;B- and T-lymphocyte attenuator (B- and T-lymphocyte-associated protein) (CD antigen CD272);BTLA;Homo sapiens (Human)
Q6UX41;BTNL8_HUMAN;reviewed;Butyrophilin-like protein 8;BTNL8 UNQ702/PRO1347;Homo sapiens (Human)
P54289;CA2D1_HUMAN;reviewed;"Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1]";CACNA2D1 CACNL2A CCHL2A MHS3;Homo sapiens (Human)
Q8IZS8;CA2D3_HUMAN;reviewed;"Voltage-dependent calcium channel subunit alpha-2/delta-3 (Voltage-gated calcium channel subunit alpha-2/delta-3) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-3; Voltage-dependent calcium channel subunit delta-3]";CACNA2D3;Homo sapiens (Human)
Q9UJ99;CAD22_HUMAN;reviewed;Cadherin-22 (Pituitary and brain cadherin) (PB-cadherin);CDH22 C20orf25;Homo sapiens (Human)
Q96KV6;BT2A3_HUMAN;reviewed;Putative butyrophilin subfamily 2 member A3;BTN2A3P BTN2A3;Homo sapiens (Human)
P78410;BT3A2_HUMAN;reviewed;Butyrophilin subfamily 3 member A2;BTN3A2 BT3.2 BTF3 BTF4;Homo sapiens (Human)
Q9NR16;C163B_HUMAN;reviewed;Scavenger receptor cysteine-rich type 1 protein M160 (CD163 antigen-like 1) (CD antigen CD163b);CD163L1 CD163B M160 UNQ6434/PRO23202;Homo sapiens (Human)
P55286;CADH8_HUMAN;reviewed;Cadherin-8;CDH8;Homo sapiens (Human)
Q13873;BMPR2_HUMAN;reviewed;Bone morphogenetic protein receptor type-2 (BMP type-2 receptor) (BMPR-2) (EC 2.7.11.30) (Bone morphogenetic protein receptor type II) (BMP type II receptor) (BMPR-II);BMPR2 PPH1;Homo sapiens (Human)
Q6UWJ8;C16L2_HUMAN;reviewed;CD164 sialomucin-like 2 protein;CD164L2 UNQ6122/PRO20044;Homo sapiens (Human)
O00481;BT3A1_HUMAN;reviewed;Butyrophilin subfamily 3 member A1 (CD antigen CD277);BTN3A1 BTF5;Homo sapiens (Human)
P35070;BTC_HUMAN;reviewed;Probetacellulin [Cleaved into: Betacellulin (BTC)];BTC;Homo sapiens (Human)
P55289;CAD12_HUMAN;reviewed;Cadherin-12 (Brain cadherin) (BR-cadherin) (Neural type cadherin 2) (N-cadherin 2);CDH12;Homo sapiens (Human)
Q9HBT6;CAD20_HUMAN;reviewed;Cadherin-20;CDH20 CDH7L3;Homo sapiens (Human)
Q9H251;CAD23_HUMAN;reviewed;Cadherin-23 (Otocadherin);CDH23 KIAA1774 KIAA1812 UNQ1894/PRO4340;Homo sapiens (Human)
P19022;CADH2_HUMAN;reviewed;Cadherin-2 (CDw325) (Neural cadherin) (N-cadherin) (CD antigen CD325);CDH2 CDHN NCAD;Homo sapiens (Human)
Q6UXG8;BTNL9_HUMAN;reviewed;Butyrophilin-like protein 9;BTNL9 UNQ1900/PRO4346;Homo sapiens (Human)
Q9NPY3;C1QR1_HUMAN;reviewed;Complement component C1q receptor (C1q/MBL/SPA receptor) (C1qR) (C1qR(p)) (C1qRp) (CDw93) (Complement component 1 q subcomponent receptor 1) (Matrix-remodeling-associated protein 4) (CD antigen CD93);CD93 C1QR1 MXRA4;Homo sapiens (Human)
P22223;CADH3_HUMAN;reviewed;Cadherin-3 (Placental cadherin) (P-cadherin);CDH3 CDHP;Homo sapiens (Human)
P55283;CADH4_HUMAN;reviewed;Cadherin-4 (Retinal cadherin) (R-CAD) (R-cadherin);CDH4;Homo sapiens (Human)
P55285;CADH6_HUMAN;reviewed;Cadherin-6 (Kidney cadherin) (K-cadherin);CDH6;Homo sapiens (Human)
Q6UXE8;BTNL3_HUMAN;reviewed;Butyrophilin-like protein 3 (Butyrophilin-like receptor);BTNL3 BTNLR COLF4100 UNQ744/PRO1472;Homo sapiens (Human)
Q9ULB4;CADH9_HUMAN;reviewed;Cadherin-9;CDH9;Homo sapiens (Human)
Q5VU97;CAHD1_HUMAN;reviewed;VWFA and cache domain-containing protein 1 (Cache domain-containing protein 1);CACHD1 KIAA1573 VWCD1;Homo sapiens (Human)
Q9NY47;CA2D2_HUMAN;reviewed;"Voltage-dependent calcium channel subunit alpha-2/delta-2 (Voltage-gated calcium channel subunit alpha-2/delta-2) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-2; Voltage-dependent calcium channel subunit delta-2]";CACNA2D2 KIAA0558;Homo sapiens (Human)
Q7Z3S7;CA2D4_HUMAN;reviewed;"Voltage-dependent calcium channel subunit alpha-2/delta-4 (Voltage-gated calcium channel subunit alpha-2/delta-4) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-4; Voltage-dependent calcium channel subunit delta-4]";CACNA2D4;Homo sapiens (Human)
O43570;CAH12_HUMAN;reviewed;Carbonic anhydrase 12 (EC 4.2.1.1) (Carbonate dehydratase XII) (Carbonic anhydrase XII) (CA-XII) (Tumor antigen HOM-RCC-3.1.3);CA12;Homo sapiens (Human)
P55287;CAD11_HUMAN;reviewed;Cadherin-11 (OSF-4) (Osteoblast cadherin) (OB-cadherin);CDH11;Homo sapiens (Human)
P55291;CAD15_HUMAN;reviewed;Cadherin-15 (Cadherin-14) (Muscle cadherin) (M-cadherin);CDH15 CDH14 CDH3;Homo sapiens (Human)
Q8IXH8;CAD26_HUMAN;reviewed;Cadherin-like protein 26 (Cadherin-like protein VR20);CDH26;Homo sapiens (Human)
P12830;CADH1_HUMAN;reviewed;"Cadherin-1 (CAM 120/80) (Epithelial cadherin) (E-cadherin) (Uvomorulin) (CD antigen CD324) [Cleaved into: E-Cad/CTF1; E-Cad/CTF2; E-Cad/CTF3]";CDH1 CDHE UVO;Homo sapiens (Human)
Q9ULB5;CADH7_HUMAN;reviewed;Cadherin-7;CDH7 CDH7L1;Homo sapiens (Human)
Q8N126;CADM3_HUMAN;reviewed;Cell adhesion molecule 3 (Brain immunoglobulin receptor) (Immunoglobulin superfamily member 4B) (IgSF4B) (Nectin-like protein 1) (NECL-1) (Synaptic cell adhesion molecule 3) (SynCAM3) (TSLC1-like protein 1) (TSLL1);CADM3 IGSF4B NECL1 SYNCAM3 TSLL1 UNQ225/PRO258;Homo sapiens (Human)
Q9ULX7;CAH14_HUMAN;reviewed;Carbonic anhydrase 14 (EC 4.2.1.1) (Carbonate dehydratase XIV) (Carbonic anhydrase XIV) (CA-XIV);CA14 UNQ690/PRO1335;Homo sapiens (Human)
Q16790;CAH9_HUMAN;reviewed;Carbonic anhydrase 9 (EC 4.2.1.1) (Carbonate dehydratase IX) (Carbonic anhydrase IX) (CA-IX) (CAIX) (Membrane antigen MN) (P54/58N) (Renal cell carcinoma-associated antigen G250) (RCC-associated antigen G250) (pMW1);CA9 G250 MN;Homo sapiens (Human)
Q9H159;CAD19_HUMAN;reviewed;Cadherin-19;CDH19 CDH7L2 UNQ478/PRO941;Homo sapiens (Human)
Q86UP0;CAD24_HUMAN;reviewed;Cadherin-24;CDH24 CDH11L UNQ2834/PRO34009;Homo sapiens (Human)
Q9BY67;CADM1_HUMAN;reviewed;Cell adhesion molecule 1 (Immunoglobulin superfamily member 4) (IgSF4) (Nectin-like protein 2) (NECL-2) (Spermatogenic immunoglobulin superfamily) (SgIgSF) (Synaptic cell adhesion molecule) (SynCAM) (Tumor suppressor in lung cancer 1) (TSLC-1);CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1;Homo sapiens (Human)
Q8NFZ8;CADM4_HUMAN;reviewed;Cell adhesion molecule 4 (Immunoglobulin superfamily member 4C) (IgSF4C) (Nectin-like protein 4) (NECL-4) (TSLC1-like protein 2);CADM4 IGSF4C NECL4 TSLL2;Homo sapiens (Human)
Q9Y6N8;CAD10_HUMAN;reviewed;Cadherin-10 (T2-cadherin);CDH10;Homo sapiens (Human)
Q12864;CAD17_HUMAN;reviewed;Cadherin-17 (Intestinal peptide-associated transporter HPT-1) (Liver-intestine cadherin) (LI-cadherin);CDH17;Homo sapiens (Human)
P33151;CADH5_HUMAN;reviewed;Cadherin-5 (7B4 antigen) (Vascular endothelial cadherin) (VE-cadherin) (CD antigen CD144);CDH5;Homo sapiens (Human)
P27824;CALX_HUMAN;reviewed;Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90);CANX;Homo sapiens (Human)
O75976;CBPD_HUMAN;reviewed;Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (gp180);CPD;Homo sapiens (Human)
Q8TCZ2;C99L2_HUMAN;reviewed;CD99 antigen-like protein 2 (MIC2-like protein 1) (CD antigen CD99);CD99L2 MIC2L1 UNQ1964/PRO4486;Homo sapiens (Human)
P06729;CD2_HUMAN;reviewed;T-cell surface antigen CD2 (Erythrocyte receptor) (LFA-2) (LFA-3 receptor) (Rosette receptor) (T-cell surface antigen T11/Leu-5) (CD antigen CD2);CD2 SRBC;Homo sapiens (Human)
P28906;CD34_HUMAN;reviewed;Hematopoietic progenitor cell antigen CD34 (CD antigen CD34);CD34;Homo sapiens (Human)
P07766;CD3E_HUMAN;reviewed;T-cell surface glycoprotein CD3 epsilon chain (T-cell surface antigen T3/Leu-4 epsilon chain) (CD antigen CD3e);CD3E T3E;Homo sapiens (Human)
P16070;CD44_HUMAN;reviewed;CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III) (ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (PGP-1) (Phagocytic glycoprotein I) (PGP-I) (CD antigen CD44);CD44 LHR MDU2 MDU3 MIC4;Homo sapiens (Human)
A6NJW9;CD8B2_HUMAN;reviewed;Putative T-cell surface glycoprotein CD8 beta-2 chain (CD8b pseudogene);CD8B2 CD8BP;Homo sapiens (Human)
Q99467;CD180_HUMAN;reviewed;CD180 antigen (Lymphocyte antigen 64) (Radioprotective 105 kDa protein) (CD antigen CD180);CD180 LY64 RP105;Homo sapiens (Human)
P20273;CD22_HUMAN;reviewed;B-cell receptor CD22 (B-lymphocyte cell adhesion molecule) (BL-CAM) (Sialic acid-binding Ig-like lectin 2) (Siglec-2) (T-cell surface antigen Leu-14) (CD antigen CD22);CD22 SIGLEC2;Homo sapiens (Human)
P40259;CD79B_HUMAN;reviewed;B-cell antigen receptor complex-associated protein beta chain (B-cell-specific glycoprotein B29) (Ig-beta) (Immunoglobulin-associated B29 protein) (CD antigen CD79b);CD79B B29 IGB;Homo sapiens (Human)
Q01151;CD83_HUMAN;reviewed;CD83 antigen (hCD83) (B-cell activation protein) (Cell surface protein HB15) (CD antigen CD83);CD83;Homo sapiens (Human)
P01732;CD8A_HUMAN;reviewed;T-cell surface glycoprotein CD8 alpha chain (T-lymphocyte differentiation antigen T8/Leu-2) (CD antigen CD8a);CD8A MAL;Homo sapiens (Human)
P33681;CD80_HUMAN;reviewed;T-lymphocyte activation antigen CD80 (Activation B7-1 antigen) (BB1) (CTLA-4 counter-receptor B7.1) (B7) (CD antigen CD80);CD80 CD28LG CD28LG1 LAB7;Homo sapiens (Human)
Q9NPF0;CD320_HUMAN;reviewed;CD320 antigen (8D6 antigen) (FDC-signaling molecule 8D6) (FDC-SM-8D6) (Transcobalamin receptor) (TCblR) (CD antigen CD320);CD320 8D6A UNQ198/PRO224;Homo sapiens (Human)
Q9BYE9;CDHR2_HUMAN;reviewed;Cadherin-related family member 2 (Protocadherin LKC) (PC-LKC) (Protocadherin-24);CDHR2 PCDH24 PCLKC;Homo sapiens (Human)
O75871;CEAM4_HUMAN;reviewed;Carcinoembryonic antigen-related cell adhesion molecule 4 (Carcinoembryonic antigen CGM7) (Non-specific cross-reacting antigen W236);CEACAM4 CGM7;Homo sapiens (Human)
Q13740;CD166_HUMAN;reviewed;CD166 antigen (Activated leukocyte cell adhesion molecule) (CD antigen CD166);ALCAM MEMD;Homo sapiens (Human)
P15813;CD1D_HUMAN;reviewed;Antigen-presenting glycoprotein CD1d (R3G1) (CD antigen CD1d);CD1D;Homo sapiens (Human)
Q15762;CD226_HUMAN;reviewed;CD226 antigen (DNAX accessory molecule 1) (DNAM-1) (CD antigen CD226);CD226 DNAM1;Homo sapiens (Human)
Q9HCU0;CD248_HUMAN;reviewed;Endosialin (Tumor endothelial marker 1) (CD antigen CD248);CD248 CD164L1 TEM1;Homo sapiens (Human)
P09693;CD3G_HUMAN;reviewed;T-cell surface glycoprotein CD3 gamma chain (T-cell receptor T3 gamma chain) (CD antigen CD3g);CD3G T3G;Homo sapiens (Human)
P30203;CD6_HUMAN;reviewed;T-cell differentiation antigen CD6 (T12) (TP120) (CD antigen CD6) [Cleaved into: Soluble CD6];CD6;Homo sapiens (Human)
P11912;CD79A_HUMAN;reviewed;B-cell antigen receptor complex-associated protein alpha chain (Ig-alpha) (MB-1 membrane glycoprotein) (Membrane-bound immunoglobulin-associated protein) (Surface IgM-associated protein) (CD antigen CD79a);CD79A IGA MB1;Homo sapiens (Human)
P34810;CD68_HUMAN;reviewed;Macrosialin (Gp110) (CD antigen CD68);CD68;Homo sapiens (Human)
P09564;CD7_HUMAN;reviewed;T-cell antigen CD7 (GP40) (T-cell leukemia antigen) (T-cell surface antigen Leu-9) (TP41) (CD antigen CD7);CD7;Homo sapiens (Human)
P42081;CD86_HUMAN;reviewed;T-lymphocyte activation antigen CD86 (Activation B7-2 antigen) (B70) (BU63) (CTLA-4 counter-receptor B7.2) (FUN-1) (CD antigen CD86);CD86 CD28LG2;Homo sapiens (Human)
A6H8M9;CDHR4_HUMAN;reviewed;Cadherin-related family member 4 (Cadherin-like protein 29);CDHR4 CDH29 UNQ9392/PRO34300;Homo sapiens (Human)
Q9HBB8;CDHR5_HUMAN;reviewed;Cadherin-related family member 5 (Mu-protocadherin) (Mucin and cadherin-like protein) (Mucin-like protocadherin) (MLPCDH);CDHR5 MUCDHL MUPCDH UNQ2781/PRO7168;Homo sapiens (Human)
P06126;CD1A_HUMAN;reviewed;T-cell surface glycoprotein CD1a (T-cell surface antigen T6/Leu-6) (hTa1 thymocyte antigen) (CD antigen CD1a);CD1A;Homo sapiens (Human)
P29017;CD1C_HUMAN;reviewed;T-cell surface glycoprotein CD1c (CD antigen CD1c);CD1C;Homo sapiens (Human)
P26842;CD27_HUMAN;reviewed;CD27 antigen (CD27L receptor) (T-cell activation antigen CD27) (T14) (Tumor necrosis factor receptor superfamily member 7) (CD antigen CD27);CD27 TNFRSF7;Homo sapiens (Human)
P20138;CD33_HUMAN;reviewed;Myeloid cell surface antigen CD33 (Sialic acid-binding Ig-like lectin 3) (Siglec-3) (gp67) (CD antigen CD33);CD33 SIGLEC3;Homo sapiens (Human)
P14209;CD99_HUMAN;reviewed;CD99 antigen (12E7) (E2 antigen) (Protein MIC2) (T-cell surface glycoprotein E2) (CD antigen CD99);CD99 MIC2 MIC2X MIC2Y;Homo sapiens (Human)
Q6ZTQ4;CDHR3_HUMAN;reviewed;Cadherin-related family member 3 (Cadherin-like protein 28);CDHR3 CDH28;Homo sapiens (Human)
Q6UY09;CEA20_HUMAN;reviewed;Carcinoembryonic antigen-related cell adhesion molecule 20;CEACAM20 UNQ9366/PRO34155;Homo sapiens (Human)
P40198;CEAM3_HUMAN;reviewed;Carcinoembryonic antigen-related cell adhesion molecule 3 (Carcinoembryonic antigen CGM1) (CD antigen CD66d);CEACAM3 CD66D CGM1;Homo sapiens (Human)
Q7Z692;CEA19_HUMAN;reviewed;Carcinoembryonic antigen-related cell adhesion molecule 19 (Carcinoembryonic antigen-like 1);CEACAM19 CEAL1 UNQ2973/PRO7436;Homo sapiens (Human)
Q8IX05;CD302_HUMAN;reviewed;CD302 antigen (C-type lectin BIMLEC) (C-type lectin domain family 13 member A) (DEC205-associated C-type lectin 1) (Type I transmembrane C-type lectin receptor DCL-1) (CD antigen CD302);CD302 CLEC13A DCL1 KIAA0022;Homo sapiens (Human)
P15391;CD19_HUMAN;reviewed;B-lymphocyte antigen CD19 (B-lymphocyte surface antigen B4) (Differentiation antigen CD19) (T-cell surface antigen Leu-12) (CD antigen CD19);CD19;Homo sapiens (Human)
