Entry;Entry name;Status;Protein names;Gene names;Organism
Q11201;SIA4A_HUMAN;reviewed;CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 (Alpha 2,3-ST 1) (Beta-galactoside alpha-2,3-sialyltransferase 1) (EC 2.4.99.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (SIATFL) (ST3Gal I) (ST3GalI) (ST3GalA.1) (ST3O) (Sialyltransferase 4A) (SIAT4-A);ST3GAL1 SIAT4 SIAT4A;Homo sapiens (Human)
Q9BVH7;SIA7E_HUMAN;reviewed;Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 (EC 2.4.99.-) (GD1 alpha synthase) (GalNAc alpha-2,6-sialyltransferase V) (ST6GalNAc V) (ST6GalNAcV) (Sialyltransferase 7E) (SIAT7-E);ST6GALNAC5 SIAT7E;Homo sapiens (Human)
Q92185;SIA8A_HUMAN;reviewed;Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase (EC 2.4.99.8) (Alpha-2,8-sialyltransferase 8A) (Ganglioside GD3 synthase) (Ganglioside GT3 synthase) (Sialyltransferase 8A) (SIAT8-A) (Sialyltransferase St8Sia I) (ST8SiaI);ST8SIA1 SIAT8 SIAT8A;Homo sapiens (Human)
Q96LD1;SGCZ_HUMAN;reviewed;Zeta-sarcoglycan (Zeta-SG) (ZSG1);SGCZ;Homo sapiens (Human)
Q8NDV1;SIA7C_HUMAN;reviewed;Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 (EC 2.4.99.-) (GalNAc alpha-2,6-sialyltransferase III) (ST6GalNAc III) (ST6GalNAcIII) (STY) (Sialyltransferase 7C) (SIAT7-C);ST6GALNAC3 SIAT7C UNQ2787/PRO7177;Homo sapiens (Human)
O43173;SIA8C_HUMAN;reviewed;Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase (EC 2.4.99.-) (Alpha-2,8-sialyltransferase 8C) (Alpha-2,8-sialyltransferase III) (ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3) (Sialyltransferase 8C) (SIAT8-C) (Sialyltransferase St8Sia III) (ST8SiaIII);ST8SIA3 SIAT8C;Homo sapiens (Human)
P61647;SIA8F_HUMAN;reviewed;Alpha-2,8-sialyltransferase 8F (EC 2.4.99.-) (Sialyltransferase 8F) (SIAT8-F) (Sialyltransferase St8Sia VI) (ST8SiaVI);ST8SIA6 SIAT8F;Homo sapiens (Human)
Q96JF0;SIAT2_HUMAN;reviewed;Beta-galactoside alpha-2,6-sialyltransferase 2 (Alpha 2,6-ST 2) (EC 2.4.99.1) (CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 2) (ST6Gal II) (ST6GalII) (hST6Gal II) (Sialyltransferase 2);ST6GAL2 KIAA1877 SIAT2;Homo sapiens (Human)
Q07837;SLC31_HUMAN;reviewed;Neutral and basic amino acid transport protein rBAT (NBAT) (D2h) (Solute carrier family 3 member 1) (b(0,+)-type amino acid transport protein);SLC3A1 RBAT;Homo sapiens (Human)
Q9Y274;SIA10_HUMAN;reviewed;Type 2 lactosamine alpha-2,3-sialyltransferase (EC 2.4.99.-) (CMP-NeuAc:beta-galactoside alpha-2,3-sialyltransferase VI) (ST3Gal VI) (ST3GalVI) (Sialyltransferase 10);ST3GAL6 SIAT10;Homo sapiens (Human)
Q16842;SIA4B_HUMAN;reviewed;CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2 (Alpha 2,3-ST 2) (Beta-galactoside alpha-2,3-sialyltransferase 2) (EC 2.4.99.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (ST3Gal II) (ST3GalII) (ST3GalA.2) (Sialyltransferase 4B) (SIAT4-B);ST3GAL2 SIAT4B;Homo sapiens (Human)
Q969X2;SIA7F_HUMAN;reviewed;Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 (EC 2.4.99.-) (GalNAc alpha-2,6-sialyltransferase VI) (ST6GalNAc VI) (ST6GalNAcVI) (hST6GalNAc VI) (Sialyltransferase 7F) (SIAT7-F);ST6GALNAC6 SIAT7F UNQ708/PRO1359;Homo sapiens (Human)
O15466;SIA8E_HUMAN;reviewed;Alpha-2,8-sialyltransferase 8E (EC 2.4.99.-) (Sialyltransferase 8E) (SIAT8-E) (Sialyltransferase St8Sia V) (ST8SiaV);ST8SIA5 SIAT8E;Homo sapiens (Human)
B2RUZ4;SMIM1_HUMAN;reviewed;Small integral membrane protein 1 (Vel blood group antigen);SMIM1;Homo sapiens (Human)
Q16585;SGCB_HUMAN;reviewed;Beta-sarcoglycan (Beta-SG) (43 kDa dystrophin-associated glycoprotein) (43DAG) (A3b);SGCB;Homo sapiens (Human)
Q11206;SIA4C_HUMAN;reviewed;CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 (Alpha 2,3-ST 4) (Beta-galactoside alpha-2,3-sialyltransferase 4) (EC 2.4.99.-) (Alpha 2,3-sialyltransferase IV) (Gal-NAc6S) (Gal-beta-1,4-GalNAc-alpha-2,3-sialyltransferase) (SAT-3) (ST-4) (ST3Gal IV) (ST3GalIV) (ST3GalA.2) (STZ) (Sialyltransferase 4C) (SIAT4-C);ST3GAL4 CGS23 NANTA3 SIAT4C STZ;Homo sapiens (Human)
Q9UJ37;SIA7B_HUMAN;reviewed;Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 (EC 2.4.99.-) (GalNAc alpha-2,6-sialyltransferase II) (ST6GalNAc II) (ST6GalNAcII) (SThM) (Sialyltransferase 7B) (SIAT7-B);ST6GALNAC2 SIAT7B SIATL1 STHM;Homo sapiens (Human)
Q11203;SIAT6_HUMAN;reviewed;CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase (EC 2.4.99.6) (Beta-galactoside alpha-2,3-sialyltransferase 3) (Alpha 2,3-ST 3) (Gal beta-1,3(4) GlcNAc alpha-2,3 sialyltransferase) (N-acetyllactosaminide alpha-2,3-sialyltransferase) (ST3Gal III) (ST3GalIII) (ST3N) (Sialyltransferase 6);ST3GAL3 SIAT6;Homo sapiens (Human)
Q9Y5Y6;ST14_HUMAN;reviewed;Suppressor of tumorigenicity 14 protein (EC 3.4.21.109) (Matriptase) (Membrane-type serine protease 1) (MT-SP1) (Prostamin) (Serine protease 14) (Serine protease TADG-15) (Tumor-associated differentially-expressed gene 15 protein);ST14 PRSS14 SNC19 TADG15;Homo sapiens (Human)
P61009;SPCS3_HUMAN;reviewed;Signal peptidase complex subunit 3 (EC 3.4.-.-) (Microsomal signal peptidase 22/23 kDa subunit) (SPC22/23) (SPase 22/23 kDa subunit);SPCS3 SPC22 UNQ1841/PRO3567;Homo sapiens (Human)
Q86WD7;SPA9_HUMAN;reviewed;Serpin A9 (Centerin) (Germinal center B-cell-expressed transcript 1 protein);SERPINA9 GCET1 SERPINA11 UNQ692/PRO1337;Homo sapiens (Human)
P14410;SUIS_HUMAN;reviewed;"Sucrase-isomaltase, intestinal [Cleaved into: Sucrase (EC 3.2.1.48); Isomaltase (EC 3.2.1.10)]";SI;Homo sapiens (Human)
O94901;SUN1_HUMAN;reviewed;SUN domain-containing protein 1 (Protein unc-84 homolog A) (Sad1/unc-84 protein-like 1);SUN1 KIAA0810 UNC84A;Homo sapiens (Human)
Q9UH99;SUN2_HUMAN;reviewed;SUN domain-containing protein 2 (Protein unc-84 homolog B) (Rab5-interacting protein) (Rab5IP) (Sad1/unc-84 protein-like 2);SUN2 FRIGG KIAA0668 RAB5IP UNC84B;Homo sapiens (Human)
Q9H7V2;SYNG1_HUMAN;reviewed;Synapse differentiation-inducing gene protein 1 (SynDIG1) (Dispanin subfamily C member 2) (DSPC2) (Transmembrane protein 90B);SYNDIG1 C20orf39 TMEM90B;Homo sapiens (Human)
Q9NUM4;T106B_HUMAN;reviewed;Transmembrane protein 106B;TMEM106B;Homo sapiens (Human)
Q6ZMR5;TM11A_HUMAN;reviewed;Transmembrane protease serine 11A (EC 3.4.21.-) (Airway trypsin-like protease 1) (Epidermal type-II transmembrane serine protease) (Esophageal cancer-susceptibility gene 1 protein);TMPRSS11A ECRG1 HATL1 HESP;Homo sapiens (Human)
Q9UL52;TM11E_HUMAN;reviewed;"Transmembrane protease serine 11E (EC 3.4.21.-) (Serine protease DESC1) (Transmembrane protease serine 11E2) [Cleaved into: Transmembrane protease serine 11E non-catalytic chain; Transmembrane protease serine 11E catalytic chain]";TMPRSS11E DESC1 TMPRSS11E2 UNQ742/PRO1461;Homo sapiens (Human)
Q9NRS4;TMPS4_HUMAN;reviewed;Transmembrane protease serine 4 (EC 3.4.21.-) (Channel-activating protease 2) (CAPH2) (Membrane-type serine protease 2) (MT-SP2);TMPRSS4 TMPRSS3 UNQ776/PRO1570;Homo sapiens (Human)
Q8IU80;TMPS6_HUMAN;reviewed;Transmembrane protease serine 6 (EC 3.4.21.-) (Matriptase-2);TMPRSS6 UNQ354/PRO618;Homo sapiens (Human)
Q9Y275;TN13B_HUMAN;reviewed;"Tumor necrosis factor ligand superfamily member 13B (B lymphocyte stimulator) (BLyS) (B-cell-activating factor) (BAFF) (Dendritic cell-derived TNF-like molecule) (TNF- and APOL-related leukocyte expressed ligand 1) (TALL-1) (CD antigen CD257) [Cleaved into: Tumor necrosis factor ligand superfamily member 13b, membrane form; Tumor necrosis factor ligand superfamily member 13b, soluble form]";TNFSF13B BAFF BLYS TALL1 TNFSF20 ZTNF4 UNQ401/PRO738;Homo sapiens (Human)
P41273;TNFL9_HUMAN;reviewed;Tumor necrosis factor ligand superfamily member 9 (4-1BB ligand) (4-1BBL);TNFSF9;Homo sapiens (Human)
Q86T26;TM11B_HUMAN;reviewed;Transmembrane protease serine 11B (EC 3.4.21.-) (Airway trypsin-like protease 5);TMPRSS11B HATL5;Homo sapiens (Human)
Q9UP52;TFR2_HUMAN;reviewed;Transferrin receptor protein 2 (TfR2);TFR2;Homo sapiens (Human)
Q9UHN6;TMEM2_HUMAN;reviewed;Cell surface hyaluronidase (EC 3.2.1.35) (Transmembrane protein 2);TMEM2 KIAA1412;Homo sapiens (Human)
Q9UNG2;TNF18_HUMAN;reviewed;Tumor necrosis factor ligand superfamily member 18 (Activation-inducible TNF-related ligand) (AITRL) (Glucocorticoid-induced TNF-related ligand) (hGITRL);TNFSF18 AITRL GITRL TL6 UNQ149/PRO175;Homo sapiens (Human)
Q9H3S3;TMPS5_HUMAN;reviewed;Transmembrane protease serine 5 (EC 3.4.21.-) (Spinesin);TMPRSS5;Homo sapiens (Human)
O60704;TPST2_HUMAN;reviewed;Protein-tyrosine sulfotransferase 2 (EC 2.8.2.20) (Tyrosylprotein sulfotransferase 2) (TPST-2);TPST2;Homo sapiens (Human)
Q9UKU6;TRHDE_HUMAN;reviewed;Thyrotropin-releasing hormone-degrading ectoenzyme (TRH-DE) (TRH-degrading ectoenzyme) (EC 3.4.19.6) (Pyroglutamyl-peptidase II) (PAP-II) (TRH-specific aminopeptidase) (Thyroliberinase);TRHDE UNQ2507/PRO5995;Homo sapiens (Human)
Q6ZWK6;TM11F_HUMAN;reviewed;Transmembrane protease serine 11F (EC 3.4.21.-) (Airway trypsin-like protease 4);TMPRSS11F HATL4;Homo sapiens (Human)
Q9Y2B1;TMEM5_HUMAN;reviewed;Transmembrane protein 5;TMEM5;Homo sapiens (Human)
O15393;TMPS2_HUMAN;reviewed;"Transmembrane protease serine 2 (EC 3.4.21.-) (Serine protease 10) [Cleaved into: Transmembrane protease serine 2 non-catalytic chain; Transmembrane protease serine 2 catalytic chain]";TMPRSS2 PRSS10;Homo sapiens (Human)
Q9BYE2;TMPSD_HUMAN;reviewed;Transmembrane protease serine 13 (EC 3.4.21.-) (Membrane-type mosaic serine protease) (Mosaic serine protease);TMPRSS13 MSP TMPRSS11;Homo sapiens (Human)
O43557;TNF14_HUMAN;reviewed;"Tumor necrosis factor ligand superfamily member 14 (Herpes virus entry mediator ligand) (HVEM-L) (Herpesvirus entry mediator ligand) (CD antigen CD258) [Cleaved into: Tumor necrosis factor ligand superfamily member 14, membrane form; Tumor necrosis factor ligand superfamily member 14, soluble form]";TNFSF14 HVEML LIGHT UNQ391/PRO726;Homo sapiens (Human)
Q06643;TNFC_HUMAN;reviewed;Lymphotoxin-beta (LT-beta) (Tumor necrosis factor C) (TNF-C) (Tumor necrosis factor ligand superfamily member 3);LTB TNFC TNFSF3;Homo sapiens (Human)
P32971;TNFL8_HUMAN;reviewed;Tumor necrosis factor ligand superfamily member 8 (CD30 ligand) (CD30-L) (CD antigen CD153);TNFSF8 CD30L CD30LG;Homo sapiens (Human)
Q9H2S6;TNMD_HUMAN;reviewed;Tenomodulin (TeM) (hTeM) (Chondromodulin-1-like protein) (ChM1L) (hChM1L) (Chondromodulin-I-like protein) (Myodulin) (Tendin);TNMD CHM1L UNQ771/PRO1565;Homo sapiens (Human)
O60235;TM11D_HUMAN;reviewed;"Transmembrane protease serine 11D (EC 3.4.21.-) (Airway trypsin-like protease) [Cleaved into: Transmembrane protease serine 11D non-catalytic chain; Transmembrane protease serine 11D catalytic chain]";TMPRSS11D HAT;Homo sapiens (Human)
O14788;TNF11_HUMAN;reviewed;"Tumor necrosis factor ligand superfamily member 11 (Osteoclast differentiation factor) (ODF) (Osteoprotegerin ligand) (OPGL) (Receptor activator of nuclear factor kappa-B ligand) (RANKL) (TNF-related activation-induced cytokine) (TRANCE) (CD antigen CD254) [Cleaved into: Tumor necrosis factor ligand superfamily member 11, membrane form; Tumor necrosis factor ligand superfamily member 11, soluble form]";TNFSF11 OPGL RANKL TRANCE;Homo sapiens (Human)
P23510;TNFL4_HUMAN;reviewed;Tumor necrosis factor ligand superfamily member 4 (Glycoprotein Gp34) (OX40 ligand) (OX40L) (TAX transcriptionally-activated glycoprotein 1) (CD antigen CD252);TNFSF4 TXGP1;Homo sapiens (Human)
O60507;TPST1_HUMAN;reviewed;Protein-tyrosine sulfotransferase 1 (EC 2.8.2.20) (Tyrosylprotein sulfotransferase 1) (TPST-1);TPST1;Homo sapiens (Human)
P57727;TMPS3_HUMAN;reviewed;Transmembrane protease serine 3 (EC 3.4.21.-) (Serine protease TADG-12) (Tumor-associated differentially-expressed gene 12 protein);TMPRSS3 ECHOS1 TADG12 UNQ323/PRO382;Homo sapiens (Human)
P50591;TNF10_HUMAN;reviewed;Tumor necrosis factor ligand superfamily member 10 (Apo-2 ligand) (Apo-2L) (TNF-related apoptosis-inducing ligand) (Protein TRAIL) (CD antigen CD253);TNFSF10 APO2L TRAIL;Homo sapiens (Human)
Q13061;TRDN_HUMAN;reviewed;Triadin;TRDN;Homo sapiens (Human)
Q7RTY8;TMPS7_HUMAN;reviewed;Transmembrane protease serine 7 (EC 3.4.21.-) (Matriptase-3);TMPRSS7;Homo sapiens (Human)
Q7Z410;TMPS9_HUMAN;reviewed;"Transmembrane protease serine 9 (EC 3.4.21.-) (Polyserase-I) (Polyserine protease 1) (Polyserase-1) [Cleaved into: Serase-1; Serase-2; Serase-3]";TMPRSS9;Homo sapiens (Human)
O43508;TNF12_HUMAN;reviewed;"Tumor necrosis factor ligand superfamily member 12 (APO3 ligand) (TNF-related weak inducer of apoptosis) (TWEAK) [Cleaved into: Tumor necrosis factor ligand superfamily member 12, membrane form; Tumor necrosis factor ligand superfamily member 12, secreted form]";TNFSF12 APO3L DR3LG UNQ181/PRO207;Homo sapiens (Human)
O95150;TNF15_HUMAN;reviewed;"Tumor necrosis factor ligand superfamily member 15 (TNF ligand-related molecule 1) (Vascular endothelial cell growth inhibitor) [Cleaved into: Tumor necrosis factor ligand superfamily member 15, membrane form; Tumor necrosis factor ligand superfamily member 15, secreted form]";TNFSF15 TL1 VEGI;Homo sapiens (Human)
Q8NBZ7;UXS1_HUMAN;reviewed;UDP-glucuronic acid decarboxylase 1 (EC 4.1.1.35) (UDP-glucuronate decarboxylase 1) (UGD) (UXS-1);UXS1 UNQ2538/PRO6079;Homo sapiens (Human)
Q9Y2C2;UST_HUMAN;reviewed;Uronyl 2-sulfotransferase (EC 2.8.2.-);UST DS2ST;Homo sapiens (Human)
Q8NBI6;XXLT1_HUMAN;reviewed;Xyloside xylosyltransferase 1 (EC 2.4.2.n3) (UDP-xylose:alpha-xyloside alpha-1,3-xylosyltransferase);XXYLT1 C3orf21 PSEC0251;Homo sapiens (Human)
Q9H1B5;XYLT2_HUMAN;reviewed;Xylosyltransferase 2 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase II) (XT-II) (XylT-II);XYLT2 XT2 UNQ3058/PRO9878;Homo sapiens (Human)
Q86Y38;XYLT1_HUMAN;reviewed;Xylosyltransferase 1 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase I) (XT-I) (XylT-I);XYLT1 XT1;Homo sapiens (Human)
O75063;XYLK_HUMAN;reviewed;Glycosaminoglycan xylosylkinase (EC 2.7.1.-) (Xylose kinase);FAM20B KIAA0475;Homo sapiens (Human)
A8MXE2;YI036_HUMAN;reviewed;Putative UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase LOC100288842 (EC 2.4.1.-) (Putative UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase LOC402377) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 pseudogene);;Homo sapiens (Human)
