target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,p-[<sup>18</sup>F]MPPF,3227,,,178100284,Antagonist,Antagonist,"",Not Determined,f,f,"",-,,,,-,,,,=,"","","",16330560
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,raclopride,94,,,135650880,Antagonist,Antagonist,,,f,,"",pKi,,5.2,,,,,,,,,,9760039
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,Rec 15/3079,74,,,135650892,Antagonist,Antagonist,,,f,,"",pKi,,9.7,,,,,,,,,,11714892
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,repinotan,95,,,135650895,Antagonist,Antagonist,,,f,,"",pKi,,9.4,,,,,,,,,,9495870
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,risperidone,96,,,135650903,Antagonist,Antagonist,,,f,,"",pKi,6.5,,6.4,,,,,,,,,9760039|8935801
5-HT<sub>1A</sub> receptor,1,Htr1a,P19327,ENSRNOG00000010254,,,,,,,Rat,risperidone,96,,,135650903,Antagonist,Antagonist,,,f,,"",pKi,,6.2,,,,,,,,,,8997630
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,ritanserin,97,,,135650904,Antagonist,Antagonist,,,f,,"",pIC50,5.5,,5.2,,,,,,,,,9048968
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,robalzotan,72,,,135650677,Antagonist,Antagonist,"",Selective,f,f,"",pKi,,9.19999980926514,,Ki,,0.630999982357025,,=,"","","",9336327
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,SB 272183,75,,,135651002,Antagonist,Antagonist,,,f,,"",pKi,,8,,,,,,,,,,11454652
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,SB 649915,76,,,135651013,Antagonist,Antagonist,,,f,,"",pKi,,8.6,,,,,,,,,,15887956
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,SB 714786,77,,,135651017,Antagonist,Antagonist,,,f,,"",pKi,,6.5,,,,,,,,,,15887956
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,SDZ-216525,78,,,135651033,Antagonist,Antagonist,,,f,,"",pIC50,8.2,,7.8,,,,,,,,,9048968
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,sertindole,98,,,135651037,Antagonist,Antagonist,,,f,,"",pKi,6.6,,6.4,,,,,,,,,9760039|8935801
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,spiperone,99,,,135651064,Antagonist,Antagonist,,,f,,"",pKi,8.8,,6.7,,,,,,,,,1386736|9760039|9550290
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,(S)-UH 301,61,,,135651091,Antagonist,Antagonist,"",Not Determined,f,,"",pKi,,7.9,,Ki,,13.5,,=,"","","",9760039
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,[<sup>11</sup>C]WAY100635,3252,,,178100297,Antagonist,Antagonist,"",Not Determined,f,f,"",-,,,,-,,,,=,"","","",15689356
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,[<sup>3</sup>H]<i>p</i>-MPPF,81,,,135651164,Antagonist,Antagonist,,,f,,"",pKd,,8.4,,-,,,,=,"",,,15628665
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,[<sup>3</sup>H]robalzotan,82,,,135651184,Antagonist,Antagonist,"",Not Determined,f,,"",pKd,,9.8,,Kd,,0.158,,=,"","","",9851589
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,[<sup>3</sup>H]WAY100635,3251,,,135651215,Antagonist,Antagonist,"",Not Determined,f,,"",pKd,,9.5,,Kd,,0.3,,=,"","","",9048968
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,(-)-tertatolol,64,,,135651248,Antagonist,Antagonist,,,f,,"",pKi,,8.2,,,,,,,,,,9760039|9067310
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,thioridazine,100,,,135651259,Antagonist,Antagonist,,,f,,"",pKi,,7.1,,,,,,,,,,9760039
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,tiospirone,101,,,135651264,Antagonist,Antagonist,,,f,,"",pKi,,8.3,,,,,,,,,,9760039
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,WAY-100135,79,,,135651320,Antagonist,Antagonist,,,f,,"",pKi,,8,,,,,,,,,,9550290
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,WAY-100635,80,,,135651321,Antagonist,Antagonist,"",Selective,f,f,"",pKi,9.19999980926514,,7.90000009536743,Ki,12.6000003814697,,0.630999982357025,=,"","","",9760039|9550290
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,yohimbine,102,,,135652727,Antagonist,Antagonist,,,f,,"",pKi,,7.3,,,,,,,,,,10611634
5-HT<sub>1A</sub> receptor,1,HTR1A,P08908,ENSG00000178394,,,,,,,Human,zotepine,103,,,135651367,Antagonist,Antagonist,,,f,,"",pKi,,6.5,,,,,,,,,,8935801
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,frovatriptan,7191,,,178103766,Agonist,Agonist,"",Not Determined,f,t,"",pKi,,7.98999977111816,,Ki,,10.3000001907349,,=,"","","",9986723
5-HT<sub>1B</sub> receptor,2,Htr1b,P28564,ENSRNOG00000013042,,,,,,,Rat,[<sup>125</sup>I]GTI,3250,,,135651108,Agonist,Agonist,"",Not Determined,f,f,"",pKd,,8.89999961853027,,Kd,,1.29999995231628,,=,"","","",1738002|8361548
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,1-naphthylpiperazine,3,,,135649669,Agonist,Full agonist,,,f,,"",pKi,7.9,,7.7,,,,,,,,,9397179|1565658|8863519
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,2-methyl-5-HT,218,,,135649706,Agonist,Full agonist,,,f,,"",pKi,,6.1,,,,,,,,,,1565658
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-CT,4,,,135649828,Agonist,Full agonist,,,f,,"",pKi,8.8,,7.7,,,,,,,,,1565658|8863519
5-HT<sub>1B</sub> receptor,2,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,5-CT,4,,,135649828,Agonist,Full agonist,,,f,,"",pKi,,8.1,,,,,,,,,,1557407
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-hydroxytryptamine,5,,,135651413,Agonist,Full agonist,"",Not Determined,t,,"",pKd,8.4,,7.5,-,,,,=,"","","",1565658|8863519
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-hydroxytryptamine,5,,,135651413,Agonist,Full agonist,"",Not Determined,t,,"",pKi,9,,7.4,-,,,,=,"","","",10431754|1565658|9208142|9776361|11040052|8957260
5-HT<sub>1B</sub> receptor,2,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,5-hydroxytryptamine,5,,,135651413,Agonist,Full agonist,"",Not Determined,t,,"",pKi,,8.1,,-,,,,=,"","","",1557407
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-MeOT,107,,,135649837,Agonist,Full agonist,,,f,,"",pKi,7.5,,7.3,,,,,,,,,1565658|8863519
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-(nonyloxy)-tryptamine,106,,,135649844,Agonist,Full agonist,,,f,,"",pKi,,8.2,,,,,,,,,,10513577
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,7-methoxy-1-naphthylpiperazine,6,,,135649861,Agonist,Full agonist,,,f,,"",pKi,,8.7,,,,,,,,,,9397179
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,8-OH-DPAT,7,,,135649864,Agonist,Full agonist,,,f,,"",pIC50,,6.2,,-,,,,=,"",,,9303569
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,alniditan,120,,,135649920,Agonist,Full agonist,,,f,,"",pKi,9,,8.8,,,,,,,,,8967979
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,aripiprazole,34,,,135649956,Agonist,Full agonist,,,f,,"",pKi,,6.1,,,,,,,,,,12784105
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,asenapine,22,,,135650779,Agonist,Full agonist,,,f,,"",pKi,,8.1,,,,,,,,,,8935801
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,cabergoline,37,,,135652674,Agonist,Full agonist,,,f,,"",pKi,,6.3,,,,,,,,,,12388666
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,CGS-12066,109,,,135650081,Agonist,Full agonist,,,f,,"",pKi,8.7,,8.1,,,,,,,,,1565658|10513577
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,clozapine,38,,,135650115,Agonist,Full agonist,,,f,,"",pKi,,6.2,,,,,,,,,,8935801
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,CP-122288,110,,,135650124,Agonist,Full agonist,,,f,,"",pIC50,,7.6,,,,,,,,,,9303569
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,CP94253,3221,,,178100280,Agonist,Full agonist,"",Selective,f,,"",pKi,,8.7,,Ki,,2,,=,"","","",
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,dihydroergotamine,121,,,135650182,Agonist,Full agonist,,,f,,"",pKi,9.2,,8,,,,,,,,,8863519|8967979
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,dipropyl-5-CT,122,,,135650195,Agonist,Full agonist,,,f,,"",pKi,,7.4,,,,,,,,,,1565658
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,donitriptan,39,,,135650207,Agonist,Full agonist,,,f,,"",pKi,,9.4,,,,,,,,,,10381763
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,eletriptan,40,,,135650227,Agonist,Full agonist,"",Not Determined,f,t,"",pKi,,8,,Ki,,10,,=,"","","",10193663
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,"L-694,247",15,,,135650478,Agonist,Full agonist,"",Not Determined,f,f,"",pKi,,9.19999980926514,,Ki,,0.629999995231628,,=,"","","",10513577
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,"L-772,405",16,,,135650493,Agonist,Full agonist,,,f,,"",pIC50,,6.8,,,,,,,,,,10585208
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,LY344864,21,,,135650553,Agonist,Full agonist,,,f,,"",pKi,,6.3,,,,,,,,,,9395253
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,lysergol,123,,,135650564,Agonist,Full agonist,,,f,,"",pKi,8.9,,7.5,,,,,,,,,1565658|8863519
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,olanzapine,47,,,135650756,Agonist,Full agonist,,,f,,"",pKi,,6.3,,,,,,,,,,8935801
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,oxymetazoline,124,,,135650785,Agonist,Full agonist,,,f,,"",pKi,,9.5,,,,,,,,,,9632357
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,pergolide,48,,,135650809,Agonist,Full agonist,,,f,,"",pKi,,6.6,,,,,,,,,,12388666
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,RU 24969,23,,,135650950,Agonist,Full agonist,,,f,,"",pKi,,8.1,,,,,,,,,,1557407
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[<sup>3</sup>H]8-OH-DPAT,31,,,135651130,Agonist,Full agonist,"",Not Determined,f,f,"",pKd,,8.89999961853027,,-,,,,=,"","","",10431754
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[<sup>3</sup>H]alniditan,117,,,135651134,Agonist,Full agonist,"",Not Determined,f,,"",pKd,9,,8.6,Kd,2.51,,1,=,"","","",9605573
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,TFMPP,115,,,135651253,Agonist,Full agonist,,,f,,"",pKi,6.9,,6.2,,,,,,,,,1565658|8863519
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,tryptamine,125,,,135651581,Agonist,Full agonist,,,t,,"",pKi,,6.3,,,,,,,,,,1565658
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,xanomeline,57,,,135651331,Agonist,Full agonist,,,f,,"",pKi,,7.3,,,,,,,,,,9884068
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,ziprasidone,59,,,135651359,Agonist,Full agonist,,,f,,"",pKi,,8.3,,,,,,,,,,8935801
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,"BMS 181,101",108,,,135650000,Agonist,Partial agonist,,,f,,"",pKi,8.1,,7.6,,,,,,,,,11040052
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,BRL-15572,10,,,135650023,Agonist,Partial agonist,,,f,,"",pKi,,6.1,,,,,,,,,,9303567
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,bromocriptine,35,,,135650026,Agonist,Partial agonist,,,f,,"",pKi,,6.5,,,,,,,,,,12388666
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,capeserod,29,,,135651059,Agonist,Partial agonist,,,f,,"",pKi,,5.3,,,,,,,,,,12130738
5-HT<sub>1B</sub> receptor,2,Htr1b,P28564,ENSRNOG00000013042,,,,,,,Rat,donitriptan,39,,,135650207,Agonist,Partial agonist,,,f,,"",pKi,,9.7,,,,,,,,,,10381763
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,GR 127935,14,,,135650312,Agonist,Partial agonist,,,f,,"",pKi,9.8,,9,,,,,,,,,9397179|9303567|9776361|8957260|9548813
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,"L-775,606",114,,,135650494,Agonist,Partial agonist,,,f,,"",pKi,6.9,,6.3,,,,,,,,,11040052
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,lisuride,43,,,135650525,Agonist,Partial agonist,,,f,,"",pKi,,7.7,,,,,,,,,,12388666
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,naratriptan,45,,,135650691,Agonist,Partial agonist,"",Not Determined,f,t,"",pKi,,8.10000038146973,,-,,,,=,"","","",10193663
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,rizatriptan,51,,,135650905,Agonist,Partial agonist,"",Not Determined,f,t,"",pKi,,6.90000009536743,,-,,,,=,"","","",10193663
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,roxindole,52,,,135650930,Agonist,Partial agonist,,,f,,"",pKi,6,,5.8,,,,,,,,,10431754|12388666
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB 216641,28,,,135650988,Agonist,Partial agonist,,,f,,"",pKi,,9,,,,,,,,,,9303567
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,sumatriptan,54,,,135651095,Agonist,Partial agonist,"",Not Determined,f,t,"",pKi,8.10000038146973,,6.5,Ki,316,,7.94000005722046,=,"","","",10611634|10193663|1565658|8863519|10513577|11040052|8967979
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[<sup>11</sup>C]AZ10419369,3926,,,178100755,Agonist,Partial agonist,"",Not Determined,f,f,"",-,,,,-,,,,=,"","","",20424633
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[<sup>3</sup>H]eletriptan,118,,,135651151,Agonist,Partial agonist,"",Not Determined,f,,"",pKd,,8.5,,Kd,,3,,=,"","","",10193663
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[<sup>3</sup>H]N-methyl-AZ10419369,3219,,,135651189,Agonist,Partial agonist,"",Not Determined,f,f,"",pKd,,9.39999961853027,,Kd,,0.370000004768372,,=,"","","",19401496
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,[<sup>3</sup>H]sumatriptan,119,,,135651211,Agonist,Partial agonist,"",Not Determined,f,,"",pKd,,8,,Kd,,11,,=,"","","",10193663
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,terguride,56,,,135651246,Agonist,Partial agonist,,,f,,"",pKi,,6.6,,,,,,,,,,12388666
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,vortioxetine,7351,,,178103923,Agonist,Partial agonist,"",Non-selective,f,t,"",pKi,,7.48000001907349,,Ki,,33,,=,"","","",21486038
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,zolmitriptan,60,,,135651366,Agonist,Partial agonist,"",Not Determined,f,t,"",pKi,,7.69999980926514,,-,,,,=,"","","",10193663
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,5-HT-moduline,137,,,135651962,Allosteric modulator,Negative,,,t,,"",pIC50,,11.9,,,,,,,,,,9774213
5-HT<sub>1B</sub> receptor,2,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,5-OH-DPAT,128,,,135649845,Antagonist,Antagonist,,,f,,"",pKi,,8.4,,,,,,,,,,1557407
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,9-OH-risperidone,67,,,135649866,Antagonist,Antagonist,,,f,,"",pKi,,6.8,,,,,,,,,,8935801
5-HT<sub>1B</sub> receptor,2,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,cyanopindolol,132,,,135650144,Antagonist,Antagonist,,,f,,"",pKi,,8.1,,,,,,,,,,1557407
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,GR 127935,14,,,135650312,Antagonist,Antagonist,,,f,,"",pKi,,9.2,,,,,,,,,,10513577
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,GR-55562,113,,,135650319,Antagonist,Antagonist,"",Not Determined,f,,"",pKi,,7.5,,-,,,,=,"","","",10513577
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,GR-55562,113,,,135650319,Antagonist,Antagonist,"",Selective,f,,"",pKB,,7.4,,-,,,,=,"","","",11888546
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,(<i>R</i>)-flurocarazolol,65,,,135650898,Antagonist,Antagonist,,,f,,"",pKi,,6.1,,,,,,,,,,11512051
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,(<i>S</i>)-flurocarazolol,66,,,135651039,Antagonist,Antagonist,,,f,,"",pKi,,6.5,,,,,,,,,,11512051
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,ketanserin,88,,,135650453,Antagonist,Antagonist,,,f,,"",pIC50,5.4,,5.2,,,,,,,,,9303569|9605573
5-HT<sub>1B</sub> receptor,2,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,ketanserin,88,,,135650453,Antagonist,Antagonist,,,f,,"",pKi,,8.3,,,,,,,,,,1557407
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,metergoline,133,,,135650581,Antagonist,Antagonist,,,f,,"",pKi,,7.2,,,,,,,,,,8863519
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,methysergide,134,,,135650596,Antagonist,Antagonist,,,f,,"",pKi,7.6,,6.6,,,,,,,,,1565658|8863519
5-HT<sub>1B</sub> receptor,2,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,mianserin,135,,,135650606,Antagonist,Antagonist,,,f,,"",pKi,,8.3,,,,,,,,,,1557407
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,ocaperidone,46,,,135650754,Antagonist,Antagonist,,,f,,"",pIC50,7.2,,6.9,,,,,,,,,9605573
5-HT<sub>1B</sub> receptor,2,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,(-)-pindolol,127,,,135650828,Antagonist,Antagonist,,,f,,"",pKi,,8.1,,,,,,,,,,1557407
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,pipamperone,92,,,135650830,Antagonist,Antagonist,,,f,,"",pKi,,6.2,,,,,,,,,,8935801
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,rauwolscine,136,,,135652710,Antagonist,Antagonist,,,f,,"",pKi,7.4,,6.5,,,,,,,,,1565658|8863519
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,risperidone,96,,,135650903,Antagonist,Antagonist,"",Not Determined,f,t,"",pKi,7.30000019073486,,6.59999990463257,-,,,,=,"","","",8935801|9605573|18308814
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,ritanserin,97,,,135650904,Antagonist,Antagonist,,,f,,"",pIC50,6.5,,6,,,,,,,,,9303569|9605573
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,S33084,129,,,135650970,Antagonist,Antagonist,,,f,,"",pKi,,6.1,,,,,,,,,,10869410
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB 272183,75,,,135651002,Antagonist,Antagonist,,,f,,"",pKi,,8.1,,,,,,,,,,11454652
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB 649915,76,,,135651013,Antagonist,Antagonist,,,f,,"",pKi,,8,,,,,,,,,,15887956
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB 714786,77,,,135651017,Antagonist,Antagonist,,,f,,"",pKi,,6.7,,,,,,,,,,15887956
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,sertindole,98,,,135651037,Antagonist,Antagonist,,,f,,"",pKi,,7,,,,,,,,,,8935801
5-HT<sub>1B</sub> receptor,2,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,spiperone,99,,,135651064,Antagonist,Antagonist,,,f,,"",pKi,,8.3,,,,,,,,,,1557407
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,"[<sup>3</sup>H]GR 125,743",131,,,135651155,Antagonist,Antagonist,"",Selective,f,,"",pKd,9.2,,8.6,Kd,2.6,,0.71,=,"","","",10513577|10452531
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,(+)-WAY 100135,126,,,135651319,Antagonist,Antagonist,,,f,,"",pKi,,5.8,,,,,,,,,,9208142
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,yohimbine,102,,,135652727,Antagonist,Antagonist,,,f,,"",pKi,7.6,,6.8,,,,,,,,,10611634|1565658
5-HT<sub>1B</sub> receptor,2,Htr1b,P28334,ENSMUSG00000049511,,,,,,,Mouse,yohimbine,102,,,135652727,Antagonist,Antagonist,,,f,,"",pKi,,8.3,,,,,,,,,,1557407
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,zotepine,103,,,135651367,Antagonist,Antagonist,,,f,,"",pKi,,7.2,,,,,,,,,,8935801
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,methiothepin,89,,,135650584,Antagonist,Inverse agonist,,,f,,"",pKi,8.5,,7.1,,,,,,,,,8863519|10513577|11040052|8957260
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB 224289,130,,,135650993,Antagonist,Inverse agonist,"",Selective,f,f,"",pKi,8.60000038146973,,8.19999980926514,Ki,6.30999994277954,,2.50999999046326,=,"","","",9776361|11040052|9548813
5-HT<sub>1B</sub> receptor,2,HTR1B,P28222,ENSG00000135312,,,,,,,Human,SB236057,3231,,,135650997,Antagonist,Inverse agonist,"",Selective,f,f,"",pKi,,8.19999980926514,,Ki,,6.30999994277954,,=,"","","",10443589
5-HT<sub>1D</sub> receptor,3,HTR1D,P28221,ENSG00000179546,,,,,,,Human,ergotamine,149,,,135650239,Agonist,Agonist,"",Not Determined,f,t,"",pKi,,9.10000038146973,,Ki,,0.800000011920929,,=,"","","",10715164
5-HT<sub>1D</sub> receptor,3,HTR1D,P28221,ENSG00000179546,,,,,,,Human,frovatriptan,7191,,,178103766,Agonist,Agonist,"",Not Determined,f,t,"",pKi,,8.35999965667725,,Ki,,4.40000009536743,,=,"","","",9986723
5-HT<sub>1D</sub> receptor,3,HTR1D,P28221,ENSG00000179546,,,,,,,Human,"L-694,247",15,,,135650478,Agonist,Agonist,"",Not Determined,f,f,"",pKi,,9,,Ki,,1,,=,"","","",9855638
