Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q8TBC4	UBA3_HUMAN	reviewed	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.-) (NEDD8-activating enzyme E1C) (Ubiquitin-activating enzyme E1C) (Ubiquitin-like modifier-activating enzyme 3) (Ubiquitin-activating enzyme 3)	UBA3 UBE1C	Homo sapiens (Human)	463
Q9GZZ9	UBA5_HUMAN	reviewed	Ubiquitin-like modifier-activating enzyme 5 (Ubiquitin-activating enzyme 5) (ThiFP1) (UFM1-activating enzyme) (Ubiquitin-activating enzyme E1 domain-containing protein 1)	UBA5 UBE1DC1	Homo sapiens (Human)	404
O00204	ST2B1_HUMAN	reviewed	Sulfotransferase family cytosolic 2B member 1 (ST2B1) (Sulfotransferase 2B1) (EC 2.8.2.2) (Alcohol sulfotransferase) (Hydroxysteroid sulfotransferase 2)	SULT2B1 HSST2	Homo sapiens (Human)	365
Q9Y5Y6	ST14_HUMAN	reviewed	Suppressor of tumorigenicity 14 protein (EC 3.4.21.109) (Matriptase) (Membrane-type serine protease 1) (MT-SP1) (Prostamin) (Serine protease 14) (Serine protease TADG-15) (Tumor-associated differentially-expressed gene 15 protein)	ST14 PRSS14 SNC19 TADG15	Homo sapiens (Human)	855
O94768	ST17B_HUMAN	reviewed	Serine/threonine-protein kinase 17B (EC 2.7.11.1) (DAP kinase-related apoptosis-inducing protein kinase 2)	STK17B DRAK2	Homo sapiens (Human)	372
Q8TBR4	ST3L4_HUMAN	reviewed	Putative STAG3-like protein 4 (Stromal antigen 3-like protein 4)	STAG3L4	Homo sapiens (Human)	150
Q9BR01	ST4A1_HUMAN	reviewed	Sulfotransferase 4A1 (ST4A1) (EC 2.8.2.-) (Brain sulfotransferase-like protein) (hBR-STL) (hBR-STL-1) (Nervous system sulfotransferase) (NST)	SULT4A1 SULTX3	Homo sapiens (Human)	284
Q6IMI4	ST6B1_HUMAN	reviewed	Sulfotransferase 6B1 (ST6B1) (Thyroxine sulfotransferase) (EC 2.8.2.n2)	SULT6B1	Homo sapiens (Human)	303
Q8TDW4	ST7L_HUMAN	reviewed	Suppressor of tumorigenicity 7 protein-like (ST7-related protein)	ST7L ST7R	Homo sapiens (Human)	575
P0DMN0	ST1A4_HUMAN	reviewed	Sulfotransferase 1A4 (ST1A4) (EC 2.8.2.1) (Aryl sulfotransferase 1A3/1A4) (Sulfotransferase 1A3/1A4)	SULT1A4	Homo sapiens (Human)	295
Q9UHE8	STEA1_HUMAN	reviewed	Metalloreductase STEAP1 (EC 1.16.1.-) (Six-transmembrane epithelial antigen of prostate 1)	STEAP1 PRSS24 STEAP	Homo sapiens (Human)	339
O43704	ST1B1_HUMAN	reviewed	Sulfotransferase family cytosolic 1B member 1 (ST1B1) (Sulfotransferase 1B1) (EC 2.8.2.-) (Sulfotransferase 1B2) (ST1B2) (Thyroid hormone sulfotransferase)	SULT1B1 ST1B2 SULT1B2	Homo sapiens (Human)	296
Q9NZ72	STMN3_HUMAN	reviewed	Stathmin-3 (SCG10-like protein)	STMN3 SCLIP	Homo sapiens (Human)	180
P49888	ST1E1_HUMAN	reviewed	Estrogen sulfotransferase (EC 2.8.2.4) (EST-1) (Sulfotransferase 1E1) (ST1E1) (Sulfotransferase, estrogen-preferring)	SULT1E1 STE	Homo sapiens (Human)	294
Q69YW2	STUM_HUMAN	reviewed	Protein stum homolog	STUM C1orf95	Homo sapiens (Human)	141
Q5VT97	SYDE2_HUMAN	reviewed	Rho GTPase-activating protein SYDE2 (Synapse defective protein 1 homolog 2) (Protein syd-1 homolog 2)	SYDE2	Homo sapiens (Human)	1194
Q9Y285	SYFA_HUMAN	reviewed	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (CML33) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	FARSA FARS FARSL FARSLA	Homo sapiens (Human)	508
P59090	TSAS2_HUMAN	reviewed	Putative uncharacterized protein TSPEAR-AS2 (TSPEAR antisense RNA 2) (TSPEAR antisense gene protein 2)	TSPEAR-AS2 C21orf90	Homo sapiens (Human)	65
Q92574	TSC1_HUMAN	reviewed	Hamartin (Tuberous sclerosis 1 protein)	TSC1 KIAA0243 TSC	Homo sapiens (Human)	1164
P49815	TSC2_HUMAN	reviewed	Tuberin (Tuberous sclerosis 2 protein)	TSC2 TSC4	Homo sapiens (Human)	1807
Q8WU66	TSEAR_HUMAN	reviewed	Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR)	TSPEAR C21orf29	Homo sapiens (Human)	669
Q8WUA8	TSK_HUMAN	reviewed	Tsukushin (Tsukushi) (E2-induced gene 4 protein) (Leucine-rich repeat-containing protein 54)	TSKU E2IG4 LRRC54 TSK UNQ850/PRO1788	Homo sapiens (Human)	353
Q969D9	TSLP_HUMAN	reviewed	Thymic stromal lymphopoietin	TSLP	Homo sapiens (Human)	159
Q9H1Z9	TSN10_HUMAN	reviewed	Tetraspanin-10 (Tspan-10) (Oculospanin)	TSPAN10 OCSP	Homo sapiens (Human)	355
O95858	TSN15_HUMAN	reviewed	Tetraspanin-15 (Tspan-15) (Tetraspan NET-7) (Transmembrane 4 superfamily member 15)	TSPAN15 NET7 TM4SF15 UNQ677/PRO1311	Homo sapiens (Human)	294
P0C672	TSN19_HUMAN	reviewed	Putative tetraspanin-19 (Tspan-19)	TSPAN19	Homo sapiens (Human)	248
O60637	TSN3_HUMAN	reviewed	Tetraspanin-3 (Tspan-3) (Tetraspanin TM4-A) (Transmembrane 4 superfamily member 8)	TSPAN3 TM4SF8	Homo sapiens (Human)	253
O14817	TSN4_HUMAN	reviewed	Tetraspanin-4 (Tspan-4) (Novel antigen 2) (NAG-2) (Transmembrane 4 superfamily member 7)	TSPAN4 NAG2 TM4SF7	Homo sapiens (Human)	238
P62079	TSN5_HUMAN	reviewed	Tetraspanin-5 (Tspan-5) (Tetraspan NET-4) (Transmembrane 4 superfamily member 9)	TSPAN5 TM4SF9	Homo sapiens (Human)	268
O43657	TSN6_HUMAN	reviewed	Tetraspanin-6 (Tspan-6) (A15 homolog) (Putative NF-kappa-B-activating protein 321) (T245 protein) (Tetraspanin TM4-D) (Transmembrane 4 superfamily member 6)	TSPAN6 TM4SF6 UNQ767/PRO1560	Homo sapiens (Human)	245
P19075	TSN8_HUMAN	reviewed	Tetraspanin-8 (Tspan-8) (Transmembrane 4 superfamily member 3) (Tumor-associated antigen CO-029)	TSPAN8 TM4SF3	Homo sapiens (Human)	237
Q96NA8	TSNA1_HUMAN	reviewed	t-SNARE domain-containing protein 1	TSNARE1	Homo sapiens (Human)	513
Q99598	TSNAX_HUMAN	reviewed	Translin-associated protein X (Translin-associated factor X)	TSNAX TRAX	Homo sapiens (Human)	290
Q9NSD9	SYFB_HUMAN	reviewed	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	FARSB FARSLB FRSB HSPC173	Homo sapiens (Human)	589
P35442	TSP2_HUMAN	reviewed	Thrombospondin-2	THBS2 TSP2	Homo sapiens (Human)	1172
Q9UI38	TSP50_HUMAN	reviewed	Probable threonine protease PRSS50 (EC 3.4.25.-) (Cancer/testis antigen 20) (Serine protease 50) (Testis-specific protease-like protein 50)	PRSS50 CT20 TSP50	Homo sapiens (Human)	385
Q5TGU0	TSPO2_HUMAN	reviewed	Translocator protein 2 (Peripheral-type benzodiazepine receptor-like protein 1)	TSPO2 BZRPL1	Homo sapiens (Human)	170
B1AH88	TSPOB_HUMAN	reviewed	Putative peripheral benzodiazepine receptor-related protein	TSPO PBRS	Homo sapiens (Human)	102
P30536	TSPO_HUMAN	reviewed	Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor) (PBR)	TSPO BZRP MBR	Homo sapiens (Human)	169
Q01534	TSPY1_HUMAN	reviewed	Testis-specific Y-encoded protein 1 (Cancer/testis antigen 78) (CT78)	TSPY1 TSPY	Homo sapiens (Human)	308
A6NKD2	TSPY2_HUMAN	reviewed	Testis-specific Y-encoded protein 2 (Testis-specific Y-encoded protein Q1)	TSPY2 TSPYQ1	Homo sapiens (Human)	308
P0CV98	TSPY3_HUMAN	reviewed	Testis-specific Y-encoded protein 3	TSPY3	Homo sapiens (Human)	308
P0CV99	TSPY4_HUMAN	reviewed	Testis-specific Y-encoded protein 4	TSPY4	Homo sapiens (Human)	314
P0CW00	TSPY8_HUMAN	reviewed	Testis-specific Y-encoded protein 8	TSPY8	Homo sapiens (Human)	308
P0CW01	TSPYA_HUMAN	reviewed	Testis-specific Y-encoded protein 10	TSPY10	Homo sapiens (Human)	308
Q2NL82	TSR1_HUMAN	reviewed	Pre-rRNA-processing protein TSR1 homolog	TSR1 KIAA1401	Homo sapiens (Human)	804
Q9UJK0	TSR3_HUMAN	reviewed	Ribosome biogenesis protein TSR3 homolog	TSR3 C16orf42 UND313L	Homo sapiens (Human)	312
Q9Y5U2	TSSC4_HUMAN	reviewed	Protein TSSC4 (Tumor-suppressing STF cDNA 4 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 4 protein)	TSSC4	Homo sapiens (Human)	329
Q96PN8	TSSK3_HUMAN	reviewed	Testis-specific serine/threonine-protein kinase 3 (TSK-3) (TSSK-3) (Testis-specific kinase 3) (EC 2.7.11.1) (Serine/threonine-protein kinase 22C)	TSSK3 SPOGA3 STK22C	Homo sapiens (Human)	268
Q6SA08	TSSK4_HUMAN	reviewed	Testis-specific serine/threonine-protein kinase 4 (TSK-4) (TSSK-4) (Testis-specific kinase 4) (EC 2.7.11.1) (Serine/threonine-protein kinase 22E)	TSSK4 C14orf20 STK22E TSSK5	Homo sapiens (Human)	328
Q8N831	TSYL6_HUMAN	reviewed	Testis-specific Y-encoded-like protein 6 (TSPY-like protein 6)	TSPYL6	Homo sapiens (Human)	410
Q8NDW8	TT21A_HUMAN	reviewed	Tetratricopeptide repeat protein 21A (TPR repeat protein 21A) (Stress-inducible protein 2)	TTC21A STI2	Homo sapiens (Human)	1320
Q6PF05	TT23L_HUMAN	reviewed	Tetratricopeptide repeat protein 23-like	TTC23L	Homo sapiens (Human)	361
Q8N4P2	TT30B_HUMAN	reviewed	Tetratricopeptide repeat protein 30B (TPR repeat protein 30B)	TTC30B	Homo sapiens (Human)	665
Q5VTQ0	TT39B_HUMAN	reviewed	Tetratricopeptide repeat protein 39B (TPR repeat protein 39B)	TTC39B C9orf52	Homo sapiens (Human)	682
Q6DKK2	TTC19_HUMAN	reviewed	Tetratricopeptide repeat protein 19, mitochondrial (TPR repeat protein 19)	TTC19	Homo sapiens (Human)	380
Q6P3X3	TTC27_HUMAN	reviewed	Tetratricopeptide repeat protein 27 (TPR repeat protein 27)	TTC27	Homo sapiens (Human)	843
Q6PID6	TTC33_HUMAN	reviewed	Tetratricopeptide repeat protein 33 (TPR repeat protein 33) (Osmosis-responsive factor)	TTC33	Homo sapiens (Human)	262
A8MYJ7	TTC34_HUMAN	reviewed	Tetratricopeptide repeat protein 34 (TPR repeat protein 34)	TTC34	Homo sapiens (Human)	566
Q6PGP7	TTC37_HUMAN	reviewed	Tetratricopeptide repeat protein 37 (TPR repeat protein 37) (SKI3 homolog) (Ski3) (Tricho-hepatic-enteric syndrome protein) (Thespin)	TTC37 KIAA0372	Homo sapiens (Human)	1564
Q5R3I4	TTC38_HUMAN	reviewed	Tetratricopeptide repeat protein 38 (TPR repeat protein 38)	TTC38	Homo sapiens (Human)	469
P53804	TTC3_HUMAN	reviewed	E3 ubiquitin-protein ligase TTC3 (EC 2.3.2.27) (Protein DCRR1) (RING finger protein 105) (RING-type E3 ubiquitin transferase TTC3) (TPR repeat protein D) (Tetratricopeptide repeat protein 3) (TPR repeat protein 3)	TTC3 DCRR1 RNF105 TPRD	Homo sapiens (Human)	2025
Q9ULT0	TTC7A_HUMAN	reviewed	Tetratricopeptide repeat protein 7A (TPR repeat protein 7A)	TTC7A KIAA1140 TTC7	Homo sapiens (Human)	858
Q15361	TTF1_HUMAN	reviewed	Transcription termination factor 1 (TTF-1) (RNA polymerase I termination factor) (Transcription termination factor I) (TTF-I)	TTF1	Homo sapiens (Human)	905
Q9Y4R7	TTLL3_HUMAN	reviewed	Tubulin monoglycylase TTLL3 (EC 6.3.2.-) (HOTTL) (Tubulin--tyrosine ligase-like protein 3)	TTLL3 PRO0207	Homo sapiens (Human)	772
Q96PV0	SYGP1_HUMAN	reviewed	Ras/Rap GTPase-activating protein SynGAP (Neuronal RasGAP) (Synaptic Ras GTPase-activating protein 1) (Synaptic Ras-GAP 1)	SYNGAP1 KIAA1938	Homo sapiens (Human)	1343
P26651	TTP_HUMAN	reviewed	mRNA decay activator protein ZFP36 (G0/G1 switch regulatory protein 24) (Growth factor-inducible nuclear protein NUP475) (Tristetraprolin) (Zinc finger protein 36) (Zfp-36)	ZFP36 G0S24 NUP475 RNF162A TIS11A TTP	Homo sapiens (Human)	326
Q9BZA0	TTY10_HUMAN	reviewed	Putative transcript Y 10 protein	TTTY10 TTY10	Homo sapiens (Human)	68
Q9BZ98	TTY12_HUMAN	reviewed	Putative transcript Y 12 protein	TTTY12 TTY12	Homo sapiens (Human)	90
Q9BZ97	TTY13_HUMAN	reviewed	Putative transcript Y 13 protein	TTTY13 TTY13	Homo sapiens (Human)	58
Q9H313	TTYH1_HUMAN	reviewed	Protein tweety homolog 1 (hTTY1)	TTYH1	Homo sapiens (Human)	450
Q9BSA4	TTYH2_HUMAN	reviewed	Protein tweety homolog 2 (hTTY2)	TTYH2 C17orf29	Homo sapiens (Human)	534
P50607	TUB_HUMAN	reviewed	Tubby protein homolog	TUB	Homo sapiens (Human)	506
A0A0B4J276	TVA25_HUMAN	reviewed	T cell receptor alpha variable 25	TRAV25	Homo sapiens (Human)	109
A0A0B4J265	TVAZ2_HUMAN	reviewed	T cell receptor alpha variable 26-2	TRAV26-2	Homo sapiens (Human)	109
P31391	SSR4_HUMAN	reviewed	Somatostatin receptor type 4 (SS-4-R) (SS4-R) (SS4R)	SSTR4	Homo sapiens (Human)	388
P43308	SSRB_HUMAN	reviewed	Translocon-associated protein subunit beta (TRAP-beta) (Signal sequence receptor subunit beta) (SSR-beta)	SSR2 TRAPB HSD25	Homo sapiens (Human)	183
P51571	SSRD_HUMAN	reviewed	Translocon-associated protein subunit delta (TRAP-delta) (Signal sequence receptor subunit delta) (SSR-delta)	SSR4 TRAPD	Homo sapiens (Human)	173
Q86UX6	ST32C_HUMAN	reviewed	Serine/threonine-protein kinase 32C (EC 2.7.11.1) (PKE) (Yet another novel kinase 3)	STK32C YANK3	Homo sapiens (Human)	486
Q9UEE5	ST17A_HUMAN	reviewed	Serine/threonine-protein kinase 17A (EC 2.7.11.1) (DAP kinase-related apoptosis-inducing protein kinase 1)	STK17A DRAK1	Homo sapiens (Human)	414
Q9Y2H1	ST38L_HUMAN	reviewed	Serine/threonine-protein kinase 38-like (EC 2.7.11.1) (NDR2 protein kinase) (Nuclear Dbf2-related kinase 2)	STK38L KIAA0965 NDR2	Homo sapiens (Human)	464
Q8TAV4	STML3_HUMAN	reviewed	Stomatin-like protein 3 (SLP-3)	STOML3	Homo sapiens (Human)	291
Q9P2F5	STOX2_HUMAN	reviewed	Storkhead-box protein 2	STOX2 KIAA1392	Homo sapiens (Human)	926
P09430	STP1_HUMAN	reviewed	Spermatid nuclear transition protein 1 (STP-1) (TP-1)	TNP1	Homo sapiens (Human)	55
Q16623	STX1A_HUMAN	reviewed	Syntaxin-1A (Neuron-specific antigen HPC-1)	STX1A STX1	Homo sapiens (Human)	288
Q6J9G0	STYK1_HUMAN	reviewed	Tyrosine-protein kinase STYK1 (EC 2.7.10.2) (Novel oncogene with kinase domain) (Protein PK-unique) (Serine/threonine/tyrosine kinase 1)	STYK1 NOK	Homo sapiens (Human)	422
Q15833	STXB2_HUMAN	reviewed	Syntaxin-binding protein 2 (Protein unc-18 homolog 2) (Unc18-2) (Protein unc-18 homolog B) (Unc-18B)	STXBP2 UNC18B	Homo sapiens (Human)	593
Q9BZJ3	TRYD_HUMAN	reviewed	Tryptase delta (EC 3.4.21.59) (Delta-tryptase) (HmMCP-3-like tryptase III) (Mast cell mMCP-7-like) (Tryptase-3)	TPSD1	Homo sapiens (Human)	242
Q9NRR2	TRYG1_HUMAN	reviewed	Tryptase gamma (EC 3.4.21.-) (Serine protease 31) (Transmembrane tryptase) [Cleaved into: Tryptase gamma light chain; Tryptase gamma heavy chain]	TPSG1 PRSS31 TMT	Homo sapiens (Human)	321
Q7RTX1	TS1R1_HUMAN	reviewed	Taste receptor type 1 member 1 (G-protein coupled receptor 70)	TAS1R1 GPR70 T1R1 TR1 GM148	Homo sapiens (Human)	841
Q7RTX0	TS1R3_HUMAN	reviewed	Taste receptor type 1 member 3 (Sweet taste receptor T1R3)	TAS1R3 T1R3 TR3	Homo sapiens (Human)	852
Q96A04	TSACC_HUMAN	reviewed	TSSK6-activating co-chaperone protein (SSTK-interacting protein) (SSTK-IP)	TSACC C1orf182	Homo sapiens (Human)	125
Q5JPH6	SYEM_HUMAN	reviewed	Probable glutamate--tRNA ligase, mitochondrial (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	EARS2 KIAA1970	Homo sapiens (Human)	523
Q9BY10	TSCOT_HUMAN	reviewed	Thymic stromal cotransporter homolog (Solute carrier family 46 member 2)	SLC46A2 TSCOT	Homo sapiens (Human)	475
Q9BZW7	TSG10_HUMAN	reviewed	Testis-specific gene 10 protein (Testis development protein NYD-SP7)	TSGA10 CEP4L	Homo sapiens (Human)	698
Q96PP4	TSG13_HUMAN	reviewed	Testis-specific gene 13 protein	TSGA13	Homo sapiens (Human)	275
P98066	TSG6_HUMAN	reviewed	Tumor necrosis factor-inducible gene 6 protein (Hyaluronate-binding protein) (TNF-stimulated gene 6 protein) (TSG-6) (Tumor necrosis factor alpha-induced protein 6) (TNF alpha-induced protein 6)	TNFAIP6 TSG6	Homo sapiens (Human)	277
O95859	TSN12_HUMAN	reviewed	Tetraspanin-12 (Tspan-12) (Tetraspan NET-2) (Transmembrane 4 superfamily member 12)	TSPAN12 NET2 TM4SF12 UNQ774/PRO1568	Homo sapiens (Human)	305
O95857	TSN13_HUMAN	reviewed	Tetraspanin-13 (Tspan-13) (Tetraspan NET-6) (Transmembrane 4 superfamily member 13)	TSPAN13 NET6 TM4SF13 UNQ260/PRO296	Homo sapiens (Human)	204
Q96FV3	TSN17_HUMAN	reviewed	Tetraspanin-17 (Tspan-17) (F-box only protein 23) (Tetraspan protein SB134) (Transmembrane 4 superfamily member 17)	TSPAN17 FBXO23 TM4SF17	Homo sapiens (Human)	270
O60635	TSN1_HUMAN	reviewed	Tetraspanin-1 (Tspan-1) (Tetraspan NET-1) (Tetraspanin TM4-C)	TSPAN1	Homo sapiens (Human)	241
P41732	TSN7_HUMAN	reviewed	Tetraspanin-7 (Tspan-7) (Cell surface glycoprotein A15) (Membrane component chromosome X surface marker 1) (T-cell acute lymphoblastic leukemia-associated antigen 1) (TALLA-1) (Transmembrane 4 superfamily member 2) (CD antigen CD231)	TSPAN7 A15 DXS1692E MXS1 TM4SF2	Homo sapiens (Human)	249
O75954	TSN9_HUMAN	reviewed	Tetraspanin-9 (Tspan-9) (Tetraspan NET-5)	TSPAN9 NET5	Homo sapiens (Human)	239
Q15631	TSN_HUMAN	reviewed	Translin (EC 3.1.-.-) (Component 3 of promoter of RISC) (C3PO)	TSN	Homo sapiens (Human)	228
P07996	TSP1_HUMAN	reviewed	Thrombospondin-1 (Glycoprotein G)	THBS1 TSP TSP1	Homo sapiens (Human)	1170
Q969E8	TSR2_HUMAN	reviewed	Pre-rRNA-processing protein TSR2 homolog	TSR2	Homo sapiens (Human)	191
Q86WT1	TT30A_HUMAN	reviewed	Tetratricopeptide repeat protein 30A (TPR repeat protein 30A)	TTC30A	Homo sapiens (Human)	665
Q8N584	TT39C_HUMAN	reviewed	Tetratricopeptide repeat protein 39C (TPR repeat protein 39C)	TTC39C C18orf17	Homo sapiens (Human)	583
Q5TCY1	TTBK1_HUMAN	reviewed	Tau-tubulin kinase 1 (EC 2.7.11.1) (Brain-derived tau kinase)	TTBK1 BDTK KIAA1855	Homo sapiens (Human)	1321
Q96AE7	TTC17_HUMAN	reviewed	Tetratricopeptide repeat protein 17 (TPR repeat protein 17)	TTC17	Homo sapiens (Human)	1141
O95363	SYFM_HUMAN	reviewed	Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)	FARS2 FARS1 HSPC320	Homo sapiens (Human)	451
Q96AY4	TTC28_HUMAN	reviewed	Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)	TTC28 KIAA1043 TPRBK	Homo sapiens (Human)	2481
Q8NA56	TTC29_HUMAN	reviewed	Tetratricopeptide repeat protein 29 (TPR repeat protein 29) (Protein TBPP2A) (Testis development protein NYD-SP14)	TTC29	Homo sapiens (Human)	475
Q49AM3	TTC31_HUMAN	reviewed	Tetratricopeptide repeat protein 31 (TPR repeat protein 31)	TTC31	Homo sapiens (Human)	519
Q5I0X7	TTC32_HUMAN	reviewed	Tetratricopeptide repeat protein 32 (TPR repeat protein 32)	TTC32	Homo sapiens (Human)	151
A6NLP5	TTC36_HUMAN	reviewed	Tetratricopeptide repeat protein 36 (TPR repeat protein 36) (HSP70-binding protein 21)	TTC36 HBP21	Homo sapiens (Human)	189
Q9UNY4	TTF2_HUMAN	reviewed	Transcription termination factor 2 (EC 3.6.4.-) (Lodestar homolog) (RNA polymerase II termination factor) (Transcription release factor 2) (F2) (HuF2)	TTF2	Homo sapiens (Human)	1162
O43156	TTI1_HUMAN	reviewed	TELO2-interacting protein 1 homolog (Protein SMG10)	TTI1 KIAA0406 SMG10	Homo sapiens (Human)	1089
A0A0B4J280	TVA40_HUMAN	reviewed	T cell receptor alpha variable 40	TRAV40	Homo sapiens (Human)	105
A0A0B4J268	TVA4_HUMAN	reviewed	T cell receptor alpha variable 4	TRAV4	Homo sapiens (Human)	109
A0A0B4J249	TVA5_HUMAN	reviewed	T cell receptor alpha variable 5	TRAV5	Homo sapiens (Human)	113
A0A087WT03	TVAZ1_HUMAN	reviewed	T cell receptor alpha variable 26-1	TRAV26-1	Homo sapiens (Human)	109
A0A087X0M5	TVB18_HUMAN	reviewed	T cell receptor beta variable 18	TRBV18	Homo sapiens (Human)	115
A0A5B6	TVB28_HUMAN	reviewed	T cell receptor beta variable 28	TRBV28 TCRBV3S1	Homo sapiens (Human)	114
A0A0K0K1B3	TVB30_HUMAN	reviewed	T cell receptor beta variable 30	TRBV30	Homo sapiens (Human)	111
A0A5A2	TVB58_HUMAN	reviewed	T cell receptor beta variable 5-8	TRBV5-8 TCRBV5S4A2T	Homo sapiens (Human)	114
A0A0A6YYG2	TVB66_HUMAN	reviewed	T cell receptor beta variable 6-6	TRBV6-6	Homo sapiens (Human)	114
A0A0K0K1G8	TVBJ2_HUMAN	reviewed	T cell receptor beta variable 10-2	TRBV10-2	Homo sapiens (Human)	114
A0A0K0K1G6	TVBJ3_HUMAN	reviewed	T cell receptor beta variable 10-3	TRBV10-3	Homo sapiens (Human)	114
Q6ZWJ1	STXB4_HUMAN	reviewed	Syntaxin-binding protein 4 (Syntaxin 4-interacting protein) (STX4-interacting protein) (Synip)	STXBP4	Homo sapiens (Human)	553
A0A087WT01	TVA27_HUMAN	reviewed	T cell receptor alpha variable 27	TRAV27	Homo sapiens (Human)	109
A0A087WSZ9	TVA30_HUMAN	reviewed	T cell receptor alpha variable 30	TRAV30	Homo sapiens (Human)	112
A0A0A6YYK1	TVA81_HUMAN	reviewed	T cell receptor alpha variable 8-1	TRAV8-1	Homo sapiens (Human)	113
A0A0A6YYJ7	TVA83_HUMAN	reviewed	T cell receptor alpha variable 8-3	TRAV8-3	Homo sapiens (Human)	113
A0A087WT02	TVA92_HUMAN	reviewed	T cell receptor alpha variable 9-2	TRAV9-2	Homo sapiens (Human)	112
A0A0B4J245	TVAL1_HUMAN	reviewed	T cell receptor alpha variable 12-1	TRAV12-1	Homo sapiens (Human)	112
A0A5B0	TVB14_HUMAN	reviewed	T cell receptor beta variable 14	TRBV14 TCRBV14S1 TCRBV16S1A1N1	Homo sapiens (Human)	115
A0A5B7	TVB29_HUMAN	reviewed	T cell receptor beta variable 29-1	TRBV29-1 TCRBV4S1A1T	Homo sapiens (Human)	111
A0A1B0GX68	TVB2_HUMAN	reviewed	T cell receptor beta variable 2	TRBV2	Homo sapiens (Human)	115
A0A589	TVB43_HUMAN	reviewed	T cell receptor beta variable 4-3	TRBV4-3 TCRBV7S2A1N4T	Homo sapiens (Human)	114
A0A0A6YYG3	TVB68_HUMAN	reviewed	T cell receptor beta variable 6-8	TRBV6-8	Homo sapiens (Human)	113
Q6UWH6	TX261_HUMAN	reviewed	Protein TEX261	TEX261 UNQ1882/PRO4325	Homo sapiens (Human)	196
Q9Y6I9	TX264_HUMAN	reviewed	Testis-expressed protein 264 (Putative secreted protein Zsig11)	TEX264 ZSIG11 UNQ337/PRO536	Homo sapiens (Human)	313
Q9P2K2	TXD16_HUMAN	reviewed	Thioredoxin domain-containing protein 16	TXNDC16 ERP90 KIAA1344	Homo sapiens (Human)	825
Q2TAA8	TXIP1_HUMAN	reviewed	Translin-associated factor X-interacting protein 1 (Trax-interacting protein 1)	TSNAXIP1 TXI1	Homo sapiens (Human)	658
Q86XW9	TXND6_HUMAN	reviewed	Thioredoxin domain-containing protein 6 (Thioredoxin-like protein 2) (Txl-2)	NME9 TXL2 TXNDC6	Homo sapiens (Human)	330
Q9H3M7	TXNIP_HUMAN	reviewed	Thioredoxin-interacting protein (Thioredoxin-binding protein 2) (Vitamin D3 up-regulated protein 1)	TXNIP VDUP1	Homo sapiens (Human)	391
P56192	SYMC_HUMAN	reviewed	Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	MARS	Homo sapiens (Human)	900
Q92797	SYMPK_HUMAN	reviewed	Symplekin	SYMPK SPK	Homo sapiens (Human)	1274
Q8TAI1	TYMOS_HUMAN	reviewed	TYMS opposite strand protein	TYMSOS C18orf56	Homo sapiens (Human)	123
P40126	TYRP2_HUMAN	reviewed	L-dopachrome tautomerase (DCT) (DT) (EC 5.3.3.12) (L-dopachrome Delta-isomerase) (Tyrosinase-related protein 2) (TRP-2) (TRP2)	DCT TYRP2	Homo sapiens (Human)	519
Q9H7C4	SYNCI_HUMAN	reviewed	Syncoilin (Syncoilin intermediate filament 1) (Syncoilin-1)	SYNC SYNC1	Homo sapiens (Human)	482
O43776	SYNC_HUMAN	reviewed	Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	NARS	Homo sapiens (Human)	548
Q8N205	SYNE4_HUMAN	reviewed	Nesprin-4 (KASH domain-containing protein 4) (KASH4) (Nuclear envelope spectrin repeat protein 4)	SYNE4 C19orf46	Homo sapiens (Human)	404
Q9H7V2	SYNG1_HUMAN	reviewed	Synapse differentiation-inducing gene protein 1 (SynDIG1) (Dispanin subfamily C member 2) (DSPC2) (Transmembrane protein 90B)	SYNDIG1 C20orf39 TMEM90B	Homo sapiens (Human)	258
A6NDD5	SYN1L_HUMAN	reviewed	Synapse differentiation-inducing gene protein 1-like (Capucin) (Dispanin subfamily C member 1) (DSPC1) (Transmembrane protein 90A)	SYNDIG1L TMEM90A	Homo sapiens (Human)	238
Q96I59	SYNM_HUMAN	reviewed	Probable asparagine--tRNA ligase, mitochondrial (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	NARS2	Homo sapiens (Human)	477
